Replication,Phoenix,Denver,Chicago,Atlanta
5717,12.1053,98.2222,165.772,123.901
5718,11.6374,97.5731,167.877,122.912
5719,12.8363,95.1462,167.029,124.988
5720,12.117,96.6784,164.509,126.696
5721,13.345,97.6433,163.175,125.836
5722,11.7427,96.4444,166.801,125.012
5723,13.3743,98.5789,164.281,123.766
5724,12.4152,97.8187,165.836,123.93
5725,12.4912,98.3392,164.474,124.696
5726,13.1111,97.0994,165.959,123.83
5727,12.1345,99.1754,164.152,124.538
5728,11.1579,99.9064,164.123,124.813
5729,12.6374,97.6433,164.468,125.251
5730,12.4795,97.4795,166.427,123.614
5731,13.2047,97.8596,163.959,124.977
5732,13.6842,97.3333,163.883,125.099
5733,12.2047,94.7427,166.585,126.468
5734,12.2573,98.1754,163.421,126.146
5735,12.924,94.5556,167.076,125.444
5736,12.0585,97.7544,167.363,122.825
5737,12.3333,95.6901,167.17,124.807
5738,12.462,96.807,165.012,125.719
5739,11.9006,98.7076,166.825,122.567
5740,12.655,96.3801,165.772,125.193
5741,12.7953,97.5906,166.088,123.526
5742,12.6959,101.573,163.298,122.433
5743,12.7544,96.3977,165.316,125.532
5744,11.6784,94.4094,168.24,125.673
5745,12.7135,98.1579,166.339,122.789
5746,13.4094,97.8421,163.228,125.52
5747,11.7719,99.655,165.585,122.988
5748,12.5906,97.7953,165.146,124.468
5749,12.1345,95.9883,166.281,125.596
5750,11.8421,96.9825,166.281,124.895
5751,13.3099,96.8947,164.444,125.351
5752,12.2164,96.193,167.035,124.556
5753,12.6608,98.8129,165.17,123.357
5754,11.9474,95.9357,166.754,125.363
5755,13.3158,98.2398,162.725,125.719
5756,12.3567,96.1871,165.912,125.544
5757,12.386,98.8187,165.988,122.807
5758,11.9123,97.3567,166.14,124.591
5759,12.7076,97.6667,166.064,123.561
5760,12.1988,97.4152,164.444,125.942
5761,12.4211,96.7485,164.228,126.602
5762,11.6959,98.7018,165.135,124.468
5763,11.6959,99.8012,166.152,122.351
5764,12.076,98.8246,166.515,122.585
5765,11.9532,97.3099,165.035,125.702
5766,11.9181,96.7895,165.164,126.129
5767,12.9006,99.655,163.357,124.088
5768,13.6199,96.8772,163.877,125.626
5769,12.1813,98.0175,165.959,123.842
5770,11.731,98.5146,166.088,123.667
5771,12.0526,100.871,164.433,122.643
5772,12.6842,98.0175,164.965,124.333
5773,11.3275,99.2105,166.012,123.45
5774,12.0058,96.9474,162.977,128.07
5775,12.5205,98.2982,165.251,123.93
5776,11.6667,98.4971,166.094,123.743
5777,12.3333,97.0175,165.327,125.322
5778,12.2222,98.1988,165.175,124.404
5779,11.9298,96.3216,167.117,124.632
5780,12.193,97.7135,166.509,123.585
5781,12.6023,98.2222,166.07,123.105
5782,12.152,96.4035,164.854,126.591
5783,12.3743,96.6959,165.83,125.099
5784,12.9825,95.2164,166.69,125.111
5785,11.5965,97.5556,165.532,125.316
5786,13.2105,99.1637,164.807,122.819
5787,12.1871,101.596,165.409,120.807
5788,11.6608,98.1637,165.515,124.661
5789,12.3158,97.5614,163.936,126.187
5790,11.4561,98.1345,166.175,124.234
5791,12.7836,99.7251,165.55,121.942
5792,12.3977,98.2982,167.825,121.48
5793,13.7953,96.8363,164.965,124.404
5794,12.5322,100.374,164.444,122.649
5795,12.924,96.7602,165.251,125.064
5796,12.0702,95.7895,167.994,124.146
5797,11.9649,96.7719,167.93,123.333
5798,12.0994,96.8187,166.456,124.626
5799,12.2047,98.1988,165.38,124.216
5800,12.5322,97.0585,165.579,124.83
5801,13.7076,97.2398,165.83,123.222
5802,12.4035,97.2865,165.965,124.345
5803,11.9357,99.2105,164.661,124.193
5804,12.9123,98.6901,165.959,122.439
5805,12.4035,95.1871,169.17,123.24
5806,13.2749,96.7193,165.088,124.918
5807,13.462,96.3801,165.795,124.363
5808,12.7193,98.7895,165.175,123.316
5809,11.4035,98.1111,166.906,123.579
5810,12.6082,97.9298,164.246,125.216
5811,11.7544,97.3158,167.281,123.649
5812,12.8363,98.4327,163.895,124.836
5813,12.6901,98.6316,165.409,123.269
5814,11.7544,97.3392,166.006,124.901
5815,11.883,97.5731,166.444,124.099
5816,13.614,95.7076,163.778,126.901
5817,12.7251,95.8304,166.474,124.971
5818,13.9883,97.6667,162.082,126.263
5819,11.9415,97.076,165.018,125.965
5820,12.3684,97.4561,167.164,123.012
5821,11.8596,96.0819,166.433,125.626
5822,13.0819,97.9298,166.31,122.678
5823,13.3918,99.2632,163.959,123.386
5824,12.6433,97.4269,163.292,126.637
5825,12.2573,99.0234,164.503,124.216
5826,12.1462,97.7485,168.965,121.14
5827,12.9766,99,164.632,123.392
5828,13.3567,97.9298,164.345,124.368
5829,12.6725,98.4094,165.643,123.275
5830,12.2398,96.2573,166.889,124.614
5831,12.462,98.3684,164.17,125
5832,11.9181,98.3743,166.468,123.24
5833,14.3567,95.6023,165.877,124.164
5834,12.2222,97.1462,166.094,124.538
5835,11.269,98.3099,165.404,125.018
5836,12.7778,97.5497,164.105,125.567
5837,11.7135,98.7895,165.813,123.684
5838,13.0292,95.8596,164.982,126.129
5839,11.6842,98.2807,166.269,123.766
5840,12.4912,95.8363,165.632,126.041
5841,11.9474,98.4444,164.702,124.906
5842,11.6608,99.7193,164.906,123.713
5843,12.117,96.6316,166.637,124.614
5844,13.4035,98.1462,166.135,122.316
5845,13.0877,96.6842,166.234,123.994
5846,13.1404,96.8421,165.789,124.228
5847,10.6433,99.0351,168.082,122.24
5848,12.4152,96.5029,165.515,125.567
5849,11.7018,99.2222,163.199,125.877
5850,11.5439,96.2456,168.848,123.363
5851,12.076,98.9181,167.392,121.614
5852,12.9825,99.4211,164.257,123.339
5853,12.5029,99.4561,164.345,123.696
5854,13.0877,94.8421,166.018,126.053
5855,12.2047,100.468,165.029,122.298
5856,11.9181,95.3099,168.181,124.591
5857,12.7135,98.7778,164.789,123.719
5858,13.5731,97.4971,165.269,123.661
5859,11.731,97.8129,166.579,123.877
5860,11.7135,99.117,165.906,123.263
5861,12.4211,96.9415,165.31,125.327
5862,11.2047,97.9825,165.439,125.374
5863,12.8596,96.5556,166.719,123.865
5864,12.6023,98.6667,166.643,122.088
5865,12.7135,97.8889,164.731,124.667
5866,12.0468,100.228,165.386,122.339
5867,13.0819,99.5146,164.439,122.965
5868,13.1813,96.4561,165.474,124.889
5869,13.1111,96.6959,165.129,125.064
5870,12.9532,96.0234,166.807,124.216
5871,12.8187,96.4854,165.45,125.246
5872,11.269,96.5556,165.795,126.38
5873,11.6901,96.9123,164.819,126.579
5874,12.2632,99.152,163.205,125.38
5875,13.0994,95.0234,166.146,125.731
5876,12.1228,98.883,165.386,123.608
5877,11.9006,97.3158,167.129,123.655
5878,12.7953,96.9649,166.029,124.211
5879,12.7485,99.3099,164.374,123.567
5880,12.0994,97.2749,164.275,126.351
5881,12.117,98.0819,165.55,124.251
5882,11.0409,96.9591,168.164,123.836
5883,12.2164,98.0702,165.877,123.836
5884,12.0058,97.7953,166.667,123.532
5885,12.4737,97.8129,167.591,122.123
5886,11.0936,97.9298,167.55,123.427
5887,12.731,97.9415,166.053,123.275
5888,12.3743,99.2105,163.953,124.462
5889,12.3099,98.0058,165.848,123.836
5890,13.4503,96.8947,166.602,123.053
5891,11.7953,94.1111,166.994,127.099
5892,13.614,98.8947,162.807,124.684
5893,11.7719,94.4971,167.977,125.754
5894,11.7661,98.5263,166.62,123.088
5895,12.4211,95.4912,167.52,124.567
5896,11.7544,97.8655,167.86,122.52
5897,12.7427,99.6374,163.181,124.439
5898,12.4912,99.3041,165.415,122.789
5899,12.7544,95.9298,166.216,125.099
5900,12.538,97.2573,165.041,125.164
5901,11.9357,96.1579,167.368,124.538
5902,11.2865,98.1637,164.772,125.778
5903,12.6842,96.7427,166.614,123.959
5904,11.8421,96.1111,168.012,124.035
5905,12.2456,96.9825,167.117,123.655
5906,12.883,97.1754,163.608,126.333
5907,12.1053,97.5029,167.778,122.614
5908,13.0409,94.848,165.784,126.327
5909,13.2222,95.8304,166.906,124.041
5910,12.0819,98.3567,165.444,124.117
5911,11.3801,97.0351,168.345,123.24
5912,11.8363,98.6842,166.304,123.175
5913,12.4561,98.9298,164.099,124.515
5914,12.2865,100.515,164.661,122.538
5915,12.6082,97.3216,166.339,123.731
5916,12.0702,97.7193,165.702,124.509
5917,13.7251,97.386,163.772,125.117
5918,12.5088,96.6199,166.386,124.485
5919,12.0468,95.7836,168.392,123.778
5920,12.0936,98.3392,164.871,124.696
5921,12.8655,99.5673,163.713,123.854
5922,12.1579,100.228,163.62,123.994
5923,13.2281,96.1111,167.287,123.374
5924,11.883,96.3743,165.871,125.871
5925,12.0409,99.1053,164.725,124.129
5926,12.5322,96.8772,164.392,126.199
5927,12.5673,97.9064,164.959,124.567
5928,12.6082,96.7778,167.655,122.959
5929,13.6608,98.193,166.175,121.971
5930,12.6725,99.4035,163.795,124.129
5931,11.9006,98.5614,165.07,124.468
5932,11.2807,99.2456,165.152,124.322
5933,12.1228,97.3275,167.164,123.386
5934,13.2924,97.0936,162.713,126.901
5935,11.731,97.9883,165.901,124.38
5936,13.0468,96.3275,164.088,126.538
5937,13.2573,97.883,165.029,123.83
5938,12.4561,98.1287,166.322,123.094
5939,12.614,96.8363,166.023,124.526
5940,12.0468,99.3158,165.199,123.439
5941,12.0585,96.6433,166.497,124.801
5942,11.9708,98.0058,166.117,123.906
5943,11.8772,99.193,166.094,122.836
5944,12.4269,96.8596,166.462,124.251
5945,12.269,98.0643,165.07,124.596
5946,12.5614,97.193,166.012,124.234
5947,12.5965,96.2398,166.602,124.561
5948,13.4211,96.9649,163.819,125.795
5949,11.7953,97.5789,166.743,123.883
5950,12.7544,97.2865,164.906,125.053
5951,12.7485,97.2222,166.088,123.942
5952,12.5088,98.2749,166.813,122.404
5953,12.6725,98.0643,164.526,124.737
5954,13.0936,99.2398,164.181,123.485
5955,12.1579,98.9474,165.778,123.117
5956,11.2047,99.4211,164.836,124.538
5957,13.1871,97.7368,165.023,124.053
5958,12.7368,96.6374,165.205,125.421
5959,12.5146,98.9006,164.702,123.883
5960,11.7135,98.2807,169.082,120.924
5961,11.9474,98.5439,166.129,123.38
5962,11.9123,99.7193,165.246,123.123
5963,12.0234,98,163.474,126.503
5964,12.7544,96.5146,167.754,122.977
5965,11.883,99.152,166.456,122.509
5966,12.8655,98.0234,165.596,123.515
5967,12.9181,96.5614,165.906,124.614
5968,12.1462,98.3041,166.661,122.889
5969,12.9064,97.4854,167.421,122.187
5970,12.1462,98.6082,162.503,126.743
5971,12.0292,97.462,167.427,123.082
5972,12.9357,97.848,166.485,122.731
5973,12.4795,97.8187,164.333,125.368
5974,13.3041,98.7018,164.889,123.105
5975,12.4386,99.1111,162.123,126.327
5976,12.9883,97.152,164.661,125.199
5977,11.6082,95.4737,165.152,127.766
5978,11.4035,98.9357,164.719,124.942
5979,11.9766,98.6784,163.982,125.363
5980,12.3158,98.9825,163.69,125.012
5981,12.9415,97.3099,164.918,124.83
5982,12.3743,97.1287,167.012,123.485
5983,12.8596,98.6842,166.216,122.24
5984,11.8596,98.2865,166.719,123.135
5985,12.2924,97.0643,167.14,123.503
5986,12.3626,97.9942,164.93,124.713
5987,12.1988,99.462,163.509,124.83
5988,12.7076,97.0994,164.673,125.52
5989,13.2105,98.462,165.731,122.596
5990,14.2164,94.9357,164.333,126.515
5991,12.9064,98.4152,164.544,124.135
5992,12.4211,98.8421,164.69,124.047
5993,12.2398,97.8772,165.708,124.175
5994,12.7895,95.0468,167.608,124.556
5995,12.9532,98.5673,164.895,123.585
5996,11.5088,96.5439,167.743,124.205
5997,11.7485,97.4444,167.825,122.982
5998,12.8129,96.8363,165.573,124.778
5999,12.538,96.0994,164.953,126.409
6000,11.6374,97.0117,165.795,125.556
6001,12.7661,98.7778,164.743,123.713
6002,14.6199,96.4737,163.965,124.942
6003,11.7719,97.6725,165.105,125.45
6004,12.345,97.3684,166.251,124.035
6005,12.8421,96.3216,165.035,125.801
6006,12.1053,98.1637,163.515,126.216
6007,12.0058,100.719,164.795,122.48
6008,12.2632,96.2164,165.094,126.427
6009,12.8655,97.7719,163.094,126.269
6010,12.8246,99.883,163.754,123.538
6011,13.5263,97.2924,164.848,124.333
6012,12.386,98.269,164.047,125.298
6013,12.2164,98.9649,165.48,123.339
6014,11.6316,96.2632,167.263,124.842
6015,13.1462,96.8421,163.947,126.064
6016,13.2924,98.2982,167.158,121.251
6017,12.6023,96.9474,166.772,123.678
6018,11.924,97.0292,166.918,124.129
6019,13.6199,97.731,164.55,124.099
6020,12.7895,96.7602,166.269,124.181
6021,13.2982,98.1754,163.082,125.444
6022,12.1871,99.269,165.48,123.064
6023,11.5497,99.3216,165.129,124
6024,12.0234,98.9006,165.632,123.444
6025,12.3216,97.9708,165.632,124.076
6026,13.4678,96.386,165.45,124.696
6027,12.9474,98.4561,164.62,123.977
6028,12.152,95.9591,165.942,125.947
6029,12.7544,98.8713,163.702,124.673
6030,12.1696,98.2632,163.17,126.398
6031,11.6433,98.6784,164.965,124.713
6032,12.1462,96.5263,169.193,122.135
6033,12.9825,97.3333,163.251,126.433
6034,13.152,98.3099,164.38,124.158
6035,12.9649,96.0117,166.725,124.298
6036,12.5673,96.5029,163.111,127.819
6037,13.0409,96.462,167.123,123.374
6038,13.0234,95.8772,166.263,124.836
6039,12.386,98.4327,164.567,124.614
6040,12.8012,97.1053,163.825,126.269
6041,12.2924,98.7018,164.058,124.947
6042,12.3041,99.3099,167.164,121.222
6043,11.731,97.1637,166.211,124.895
6044,12.2164,94.4737,166.497,126.813
6045,12.2456,96.7544,167.158,123.842
6046,11.9298,100.602,165.86,121.608
6047,12.462,98.4327,166.187,122.918
6048,12.7895,97.5322,164.421,125.257
6049,11.2339,95.807,167.117,125.842
6050,12.3275,96.076,165.193,126.404
6051,12.7719,99.1228,164.556,123.55
6052,12.3567,97.7895,164.678,125.175
6053,13.1287,96.614,166.871,123.386
6054,11.7895,97.3099,167.409,123.491
6055,12.8187,97.8889,163.503,125.789
6056,12.7018,97.0175,167.392,122.889
6057,12.5029,99.1871,163.784,124.526
6058,12.1696,96.386,166.076,125.368
6059,12.3626,98.462,165.947,123.228
6060,11.3392,99.883,165.977,122.801
6061,11.9474,96.4094,165.31,126.333
6062,12.5146,99.731,165.222,122.532
6063,12.7544,97.117,165.83,124.298
6064,11.655,97.2105,168.14,122.994
6065,12.0877,98.193,165.895,123.825
6066,13.6257,96.345,163.304,126.725
6067,12.2398,98.8363,165.222,123.702
6068,12.924,96.9006,165.333,124.842
6069,11.7719,97,167.398,123.83
6070,13.0292,94.8655,166.982,125.123
6071,12.4211,98.7485,163.825,125.006
6072,12.9708,97.076,166.386,123.567
6073,13.3275,93.8421,168.702,124.129
6074,11.9942,98.848,166.345,122.813
6075,13.5029,98.6491,163.889,123.959
6076,12.1871,100.842,164.567,122.404
6077,13.5556,99.7661,164.988,121.69
6078,11.655,101.07,163.608,123.667
6079,12.4503,98.6667,165.193,123.69
6080,13.8655,96.1813,166.433,123.52
6081,12.1988,97.848,167.637,122.316
6082,12.8129,98.3275,165.386,123.474
6083,12.386,97.4327,165.111,125.07
6084,12.4503,97.8363,165.784,123.93
6085,12.6667,98.3626,165.135,123.836
6086,13.6082,96.7953,166.637,122.959
6087,11.9298,98.5789,166.287,123.205
6088,11.7778,99.0351,164.778,124.409
6089,13.0643,97.0643,164.731,125.14
6090,12.614,97.4737,165.135,124.778
6091,12.6725,98.269,165.099,123.959
6092,12.462,98.5205,163.111,125.906
6093,12.2281,96.8889,165.409,125.474
6094,13.3392,97.7193,166.105,122.836
6095,12.6491,97.0234,165.977,124.351
6096,12.3158,99.2632,166.994,121.427
6097,13.0292,95.9942,166.468,124.509
6098,12.8947,98.9357,165.205,122.965
6099,12.5205,96.0526,165.971,125.456
6100,11.9532,97.4678,166.819,123.76
6101,12.2573,98.9942,164.327,124.421
6102,11.0877,98.6023,164.76,125.55
6103,12.386,99.3977,163.819,124.398
6104,12.0292,97.2456,167.906,122.819
6105,12.8421,98.7602,165.567,122.83
6106,11.3333,99.5789,166.561,122.526
6107,11.5789,98.2456,168.462,121.713
6108,12.9357,97.0292,163.953,126.082
6109,12.4444,96.7544,166,124.801
6110,12.4152,100.023,163.427,124.135
6111,12.7135,96.2515,166.298,124.737
6112,12.3041,98.8596,165.035,123.801
6113,11.5556,97.0643,167.088,124.292
6114,12.2281,97.0117,167.655,123.105
6115,12.1462,99.0585,164.69,124.105
6116,11.9883,97.9649,164.181,125.865
6117,11.2807,98.6901,168.053,121.977
6118,13.1404,96.3801,166.135,124.345
6119,12.3041,96.5848,167.187,123.924
6120,11.5088,96.5731,165.228,126.69
6121,12.2047,98.0351,164.854,124.906
6122,12.8596,97.1287,165.865,124.146
6123,13.0409,97.3684,163.725,125.865
6124,11.6667,99.0526,166.164,123.117
6125,11.924,99.8246,164.959,123.292
6126,11.8889,99.3392,166.374,122.398
6127,12.4678,96.4211,165.415,125.696
6128,11.2339,99.2222,165.69,123.854
6129,14.3333,93.9591,164.667,127.041
6130,12.0585,95.731,165.953,126.257
6131,12.6199,98.1696,166.023,123.187
6132,12.2573,98.4386,163.503,125.801
6133,13.3743,97.7135,165.164,123.749
6134,12.4386,97.4737,164.187,125.901
6135,12.3743,96.6257,166.322,124.678
6136,11.9123,97.6257,166.146,124.316
6137,13.0585,97.8947,165.158,123.889
6138,11.9532,97.8421,165.327,124.877
6139,12.8421,96.9942,164.673,125.491
6140,12.6374,96.6842,165.158,125.52
6141,11.7836,95.731,168.316,124.17
6142,12.269,99.9766,163.187,124.567
6143,12.2982,97.4971,166.807,123.398
6144,12.2573,97.9708,163,126.772
6145,12.5965,96.0234,167.047,124.333
6146,13.2105,96.8889,164.971,124.93
6147,12.4035,95.3333,166.409,125.854
6148,11.4854,96.5205,168.667,123.327
6149,12.5556,96.3801,166.082,124.982
6150,12.3275,95.8596,167.006,124.807
6151,13.7719,98.3392,163.596,124.292
6152,12.9064,97.0292,166.865,123.199
6153,12.0351,96.7836,165.474,125.708
6154,11.8889,97.0936,166.684,124.333
6155,12.1345,97.3509,164.596,125.918
6156,12.2281,97.4444,165.023,125.304
6157,13.1228,97.2982,164.883,124.696
6158,13.1754,98.0058,161.988,126.83
6159,13.2749,97.9942,165.082,123.649
6160,12.1462,96.7018,165.901,125.251
6161,12.6374,96.0175,166.023,125.322
6162,12.3509,99.5906,166.363,121.696
6163,11.8363,97.7427,166.409,124.012
6164,13.0292,98.0702,162.988,125.912
6165,12.6316,96.883,165.497,124.988
6166,13.7836,96.386,165.287,124.544
6167,12.3918,96.6784,165.409,125.52
6168,13.1053,97.5673,164.058,125.269
6169,12.4386,97.4854,166.678,123.398
6170,12.3801,97.193,165.988,124.439
6171,12.4094,98.7602,164.468,124.363
6172,10.9357,98.0994,166.222,124.743
6173,12.4971,99.4678,164.702,123.333
6174,13.6725,97.2982,166.667,122.363
6175,12.1871,96.5088,165.912,125.392
6176,11.8012,99.3333,167.556,121.31
6177,12.4094,98.3333,164.111,125.146
6178,12.076,98.2398,165.626,124.058
6179,11.3801,98.6842,165.31,124.626
6180,12.3333,99,165.386,123.281
6181,11.9883,98.1754,167.099,122.737
6182,11.9298,98.2281,166.064,123.778
6183,11.7193,97.3801,167.351,123.55
6184,13.655,96.7778,164.462,125.105
6185,12.5029,97.883,164.14,125.474
6186,12.538,99.5731,162.532,125.357
6187,11.883,99.9123,165.678,122.526
6188,12.3099,96.3099,166.778,124.602
6189,11.4269,99.3158,166.825,122.433
6190,12.3099,98.0409,166.24,123.409
6191,12.1637,98.117,164.994,124.725
6192,11.8713,100.035,163.035,125.058
6193,12.6959,97.6667,166.357,123.281
6194,12.4094,97.3333,165.333,124.924
6195,11.5556,98.7485,165.977,123.719
6196,12.3216,97.8889,163.842,125.947
6197,11.2164,97.2865,166.877,124.62
6198,11.6959,97.1754,164.444,126.684
6199,12.9708,96.9123,163.684,126.433
6200,12.152,99.6959,165.889,122.263
6201,12.655,93.7953,167.257,126.292
6202,11.9883,97.5146,166.462,124.035
6203,12.386,98.5731,166.035,123.006
6204,13.2105,98.345,164.713,123.731
6205,12.6667,98.9532,164.526,123.854
6206,13.0058,97.3684,164.433,125.193
6207,12.0994,99.1813,164.83,123.889
6208,12.6257,97.5322,164.421,125.421
6209,12.2222,98.1228,166.789,122.865
6210,12.5146,98.0292,166.731,122.725
6211,12.6667,97.1988,165.83,124.304
6212,11.0643,96.2924,169.965,122.678
6213,13.0409,97.5965,163.965,125.398
6214,12.9883,97.1579,163.942,125.912
6215,13.0526,94.9649,165.228,126.754
6216,11.9883,99.538,165.637,122.836
6217,12.9123,97.4035,166.088,123.596
6218,12.8889,98.0117,164.099,125
6219,12.807,95.5263,167.836,123.83
6220,12.269,97.5673,167.942,122.222
6221,12.8538,97.7427,165.304,124.099
6222,13.3392,97.1404,165.31,124.211
6223,11.8187,98.8596,165.462,123.86
6224,13.269,97.8655,163.655,125.211
6225,14.6257,97.6491,163.327,124.398
6226,12.7953,97.3626,165.86,123.982
6227,12.117,98.2105,167.246,122.427
6228,12.269,98.883,164.918,123.93
6229,11.924,98.0819,166.07,123.924
6230,11.7661,99.0409,165.936,123.257
6231,11.9942,98.0117,166.076,123.918
6232,12.1579,95.6608,166.468,125.713
6233,12.5906,98.8596,166.07,122.48
6234,11.9123,95.4795,167.193,125.415
6235,12.3158,96.655,164.632,126.398
6236,13.269,96.4737,166.333,123.924
6237,11.8304,98.152,165.632,124.386
6238,12.4444,98.9532,164.14,124.462
6239,12.4912,95.9766,165.877,125.655
6240,12.7778,96.4269,165.52,125.275
6241,11.924,96.4094,166.731,124.936
6242,12.3041,97.2105,164.444,126.041
6243,11.4971,98.2515,167.643,122.608
6244,12.6257,96.0994,164.725,126.55
6245,13.5556,95.2398,165.444,125.76
6246,12.7544,96.6433,166.287,124.316
6247,12.1696,97.2047,166.977,123.649
6248,12.7018,95.7251,165.684,125.889
6249,12.4503,97.0526,165.93,124.567
6250,11.8304,96.5439,167.164,124.462
6251,13.2164,99.1404,164.181,123.462
6252,13.0175,97.6608,165.123,124.199
6253,13.2047,96.4444,164.509,125.842
6254,12.6316,98.6491,165.199,123.52
6255,12.0526,99.1053,166.503,122.339
6256,12.5906,98.3567,165.596,123.456
6257,12.0585,99.4854,163.497,124.959
6258,12.6257,97.2749,164.737,125.363
6259,12.5965,98.9825,163.965,124.456
6260,11.9532,97.4094,166.146,124.491
6261,12.0234,100.333,166.626,121.018
6262,13.4561,96.8538,167.561,122.129
6263,12.3275,95.8889,165.298,126.485
6264,12.5965,96.3099,165.55,125.544
6265,13.2047,95.3509,165.357,126.088
6266,12.4678,98.9181,166.556,122.058
6267,12.5088,97.2398,166.626,123.626
6268,12.1462,96.117,166.503,125.234
6269,11.9357,96.3275,167.304,124.433
6270,12.6082,99.4211,166.363,121.608
6271,12.4971,94.5205,166.158,126.825
6272,11.9415,97.6023,165.602,124.854
6273,13.076,99.5322,163.129,124.263
6274,12.8421,96.1404,166.947,124.07
6275,12.3333,95.883,166.158,125.626
6276,12.1287,98.7076,164.924,124.24
6277,12.5848,97.3275,165.018,125.07
6278,12.655,98.9591,163.205,125.181
6279,12.6725,96.3392,168.111,122.877
6280,13.2865,95.731,166.322,124.661
6281,12.2982,98.4678,165.561,123.673
6282,12.3392,98.5614,163.906,125.193
6283,12.8713,95.5965,167.257,124.275
6284,12.7895,99.6433,164.825,122.743
6285,12.6608,96.3216,164.404,126.614
6286,12.1754,93.7544,167.708,126.363
6287,12.9357,98.9825,165.31,122.772
6288,12.2339,101.661,164.485,121.62
6289,11.5205,98.8596,163.848,125.772
6290,12.0819,96.8363,167.684,123.398
6291,11.3684,97.462,164.111,127.058
6292,12.4152,98.924,167.327,121.333
6293,12.6199,97.9649,166.152,123.263
6294,12.7076,96.614,165.585,125.094
6295,12.5263,96.5614,164.708,126.205
6296,13.0585,95.9123,167.018,124.012
6297,12.2924,98.8246,165.17,123.713
6298,12.5088,97.8538,167.123,122.515
6299,11.6257,97.0819,167.474,123.819
6300,13.0468,97.7719,163.556,125.626
6301,12.8129,98.2281,164.637,124.322
6302,12.0351,96.7544,167.591,123.62
6303,11.5497,97.1871,165.351,125.912
6304,12.9649,98.3275,164.509,124.199
6305,12.6959,99.3626,164.953,122.988
6306,12.6491,100.52,163.135,123.696
6307,12.3801,95.5731,166.374,125.673
6308,12.9708,99.2573,165.655,122.117
6309,12.8421,99.807,164.082,123.269
6310,13.2047,96.1462,164.965,125.684
6311,12.1696,96.3333,166.561,124.936
6312,12.8304,98.655,166.029,122.485
6313,11.8187,95.614,164.591,127.977
6314,12.2924,100.064,164.871,122.772
6315,13.0351,98.6667,163.339,124.959
6316,11.5029,97.4094,165.678,125.409
6317,12.3684,98.117,166.363,123.152
6318,13.4737,96.4035,165.959,124.164
6319,11.9591,97.8655,165.468,124.708
6320,12.269,96.5088,167.959,123.263
6321,12.807,96.1111,164.211,126.871
6322,11.9123,96.655,166.292,125.14
6323,13.2456,96.6316,165.591,124.532
6324,11.8304,98.7778,166.561,122.83
6325,12.5029,95,167.626,124.871
6326,12.1871,98.924,165.327,123.561
6327,12.4094,97.6784,165.725,124.187
6328,11.883,98.7251,167.199,122.193
6329,12.3626,96.0819,167.275,124.281
6330,11.848,97.7076,166.626,123.819
6331,11.5731,98.076,166.105,124.246
6332,13.0819,98.2807,166.374,122.263
6333,11.807,98.1111,167.661,122.421
6334,12.1754,97.2105,164.105,126.509
6335,12.9649,96.6257,166.784,123.626
6336,11.4503,99.7427,166.556,122.251
6337,11.5497,99.2339,165.602,123.614
6338,12.2105,97.0292,164.643,126.117
6339,12.2281,96.9181,166.263,124.591
6340,12.5497,95.807,166.444,125.199
6341,12.5556,99.0234,166.444,121.977
6342,12.4737,96.7076,164.07,126.749
6343,12.345,97.2632,166.322,124.07
6344,11.9357,99.7544,165.246,123.064
6345,11.7719,96.6491,168.111,123.468
6346,13.4971,96.7251,166.667,123.111
6347,12.6257,98,166.129,123.246
6348,12.0117,97.9357,168.825,121.228
6349,13.3158,98.7251,164.006,123.953
6350,11.8129,97.7485,166.526,123.912
6351,12.5614,95.883,165.596,125.959
6352,12.3509,97.9883,165.041,124.62
6353,12.4211,95.6491,167.883,124.047
6354,11.9825,96.883,168.269,122.865
6355,12.5556,97.1287,166.491,123.825
6356,13.152,96.3626,166.813,123.673
6357,11.0409,98.8363,164.825,125.298
6358,13.2982,97.5205,165.649,123.532
6359,11.7076,100.409,163.392,124.491
6360,12.7251,97.8187,163.977,125.48
6361,10.6959,100.135,165.608,123.561
6362,11.8889,95.4152,168.251,124.444
6363,11.9708,98.7368,164.813,124.48
6364,11.5673,98.0585,166.363,124.012
6365,12.386,98.4912,166.637,122.485
6366,11.6842,98.5848,164.175,125.556
6367,11.807,97.9298,166.947,123.316
6368,12.1228,97.4269,165.146,125.304
6369,13.8596,96.8363,164.789,124.515
6370,11.9766,98.4971,165.053,124.474
6371,11.8538,97.7368,164.532,125.877
6372,12.7018,94.117,166.14,127.041
6373,11.3041,99.2749,165.632,123.789
6374,12.0351,97.9064,166.889,123.17
6375,13.4561,99.5965,162.778,124.17
6376,12.4795,96.2047,166.094,125.222
6377,14.2573,97.9006,162.784,125.058
6378,11.614,98.9708,166.48,122.936
6379,12.7719,98.655,163.854,124.719
6380,12.924,95.3158,166.585,125.175
6381,12.9708,97.193,164.608,125.228
6382,13.0702,96.8421,165.971,124.117
6383,11.269,98.1754,165.632,124.924
6384,11.8655,97.2398,167.327,123.567
6385,12.5906,98.0643,165.76,123.585
6386,11.2456,99.4094,165.333,124.012
6387,12.6667,99.0351,165.754,122.544
6388,12.7018,99.0351,163.784,124.48
6389,11.9123,100.029,165.058,123
6390,12.1988,97.8304,165.673,124.298
