Replication,Phoenix,Denver,Chicago,Atlanta
706,12.0175,97.4503,165.058,125.474
707,12.4912,98.9591,165.854,122.696
708,12.3977,96.9883,166.754,123.86
709,12.3977,97.538,166.421,123.643
710,12.614,96.9825,165.076,125.327
711,12.4912,97.883,166.585,123.041
712,11.655,98.3099,165.83,124.205
713,13.0643,98.924,164.158,123.854
714,13.0936,97.1988,164.199,125.509
715,12.2515,97.3567,166.322,124.07
716,13.0234,95.0058,166.819,125.152
717,13.4795,96.3801,165.287,124.854
718,12.4737,95.5673,166.175,125.784
719,11.6491,99.2222,165.117,124.012
720,11.731,98.1228,165.035,125.111
721,12.655,96.4327,165.158,125.754
722,12.3684,99.0351,165.731,122.865
723,12.9766,97.924,164.544,124.556
724,12.5088,95.2281,165.526,126.737
725,12.3275,96.2398,165.386,126.047
726,11.807,94.2398,168.45,125.503
727,12.1345,98.3099,166.801,122.754
728,13.0117,99.5029,165.585,121.901
729,12.1111,98.269,164.439,125.181
730,12.6784,98.1579,163.544,125.62
731,13.2982,96.2807,165.86,124.561
732,12.3041,96.5146,166.287,124.895
733,12.9181,98.462,166.181,122.439
734,12.0409,98.0643,164.211,125.684
735,12.9474,97.0819,165.901,124.07
736,11.3509,96.9181,165.596,126.135
737,12.2749,98.0351,166.643,123.047
738,11.9123,97.1637,167.678,123.246
739,12.0702,95.9649,168.17,123.795
740,12.2398,97.7485,166.38,123.632
741,12.0994,97.4795,166.123,124.298
742,13.6784,95.9942,166.129,124.199
743,13.0058,98.3158,165.216,123.462
744,11.9649,97.3626,163.433,127.24
745,13.5965,96.6784,164.614,125.111
746,11.8772,95.807,167.322,124.994
747,11.7018,95.3158,167.333,125.649
748,12.9006,94.8713,167,125.228
749,13.7076,97.7427,163.351,125.199
750,12.5322,98.3743,164.526,124.567
751,12.9591,93.6491,165.854,127.538
752,12.4094,96.7193,166.661,124.211
753,13.1111,99.152,165.754,121.982
754,12.0643,97.9123,164.07,125.953
755,11.7895,98.2281,165.363,124.62
756,12.1871,96.1287,165.749,125.936
757,11.7544,98.152,166.988,123.105
758,12.6374,98.6491,166.865,121.848
759,12.0175,97.6023,165.211,125.17
760,13.0234,97.269,166.556,123.152
761,11.7661,100.304,166.193,121.737
762,12.2924,97.9006,165.825,123.982
763,12.5088,96.2807,166.117,125.094
764,11.7076,96.8947,167.386,124.012
765,13.6316,96.4971,165.474,124.398
766,11.5731,96.0234,166.965,125.439
767,11.6901,96.8947,166.158,125.257
768,11.5789,98.3567,167.146,122.918
769,12.9649,97.0877,165.906,124.041
770,14.0585,95.9708,165.211,124.76
771,11.3099,100.333,164.579,123.778
772,12.5497,96.9708,165.906,124.573
773,12.4444,98.4503,164.251,124.854
774,13.4971,96.1111,164.895,125.497
775,13.5965,98.6023,165.626,122.175
776,12.3801,97.1053,167.713,122.801
777,12.2924,97.5029,165.754,124.45
778,11.8947,100.047,163.643,124.415
779,11.9415,98.7661,167.099,122.193
780,11.2749,98.1228,165.883,124.719
781,12.2749,97.7427,167.573,122.409
782,12.4444,97.3158,166.246,123.994
783,12.4152,98.807,167.772,121.006
784,11.8772,96.5731,163.678,127.871
785,13.1462,97.4503,164.409,124.994
786,12.9942,96.2632,166.158,124.585
787,12.6082,98.5614,163.947,124.883
788,12.2164,97.4503,165.667,124.667
789,12.8596,96.5497,165.415,125.175
790,13.2515,98.1579,165.357,123.234
791,13.0351,98.9708,164.901,123.094
792,12.4737,98.3801,165.825,123.322
793,13.1228,96.3099,164.643,125.924
794,11.3275,96.924,167.889,123.86
795,12.4269,97.3743,165.632,124.567
796,13.1754,97.7661,165.772,123.287
797,12.0175,97.8246,165.848,124.31
798,12.7836,98.0936,164.386,124.737
799,12.4094,96.4152,166.064,125.111
800,12.6433,94.4503,166.298,126.608
801,12.3801,95.6901,168.865,123.064
802,13.0351,97.1228,164.257,125.585
803,12.0351,95.7018,167.877,124.386
804,13.5556,97.2807,164.579,124.585
805,12.9708,97.0819,164.626,125.322
806,12.2281,97.8655,166.351,123.556
807,11.614,98.2047,167.503,122.678
808,12.3392,96.924,165.146,125.591
809,12.614,99.8713,164.825,122.69
810,12.8713,96.3099,166,124.819
811,11.6842,98.5556,164.421,125.339
812,13.3041,97.2865,164.088,125.322
813,12.7368,97.7135,164.725,124.825
814,13.0585,98.269,165.012,123.661
815,12.4854,101.292,167.924,118.298
816,12.1637,96.9357,167.76,123.14
817,12.5088,98.848,164.38,124.263
818,13.1696,97.4152,164.117,125.298
819,11.731,98.3041,165.462,124.503
820,12.0585,99.655,165.322,122.965
821,14.462,97.1287,164.749,123.661
822,12.0994,97.8363,165.012,125.053
823,12.8363,97.4503,165.614,124.099
824,11.7193,98.2339,164.152,125.895
825,12.1228,99.117,166.105,122.655
826,12.5731,97.9883,165.743,123.696
827,11.7895,97.2456,167.632,123.333
828,12.9006,97.4678,165.222,124.409
829,13.345,98.6082,163.877,124.17
830,12.2047,98.924,164.339,124.532
831,12.0819,97.9474,165.637,124.333
832,12.4269,101.105,164.409,122.058
833,13.0234,98.1111,164.912,123.953
834,12.269,97.6082,166.006,124.117
835,13.0936,97.0585,164.544,125.304
836,12.7895,98.7544,163.287,125.17
837,11.6374,98.5906,165.31,124.462
838,12.2865,98.8947,164.912,123.906
839,12.6257,95.9474,165.538,125.889
840,13.4561,97.0351,165.199,124.31
841,12.6257,100.427,165.135,121.813
842,11.5497,98.0702,166.012,124.368
843,13.3918,96.5439,166.515,123.55
844,12.3918,96.152,167.135,124.322
845,11.5146,99.2164,165.012,124.257
846,13.4678,99.1462,164.936,122.45
847,12.0468,98.462,166.731,122.76
848,11.5556,99.538,165.409,123.497
849,12.3333,97.7661,166.292,123.608
850,12.9064,98.5906,164.205,124.298
851,12.7135,98.0526,164.462,124.772
852,12.6842,98.3275,166.614,122.374
853,11.6316,98.6257,166.655,123.088
854,12.8246,98.5146,165.643,123.018
855,12.7602,95.6257,167.175,124.439
856,11.7836,96.3099,165.497,126.409
857,12.9591,97.6374,165.181,124.222
858,12.8889,97.1813,166.292,123.637
859,11.0702,98.1111,166.836,123.982
860,11.6374,97.3509,167.105,123.906
861,12,97.462,165.076,125.462
862,12.3275,99.3158,165.421,122.936
863,12.5906,98.462,164.649,124.298
864,12.9357,97.9181,164.76,124.386
865,12.6784,96.3977,165.678,125.246
866,12.6842,97.4912,163.708,126.117
867,13.0468,96.5673,163.333,127.053
868,11.1988,95.4854,169.912,123.404
869,12.3626,96.7953,164.813,126.029
870,12.0526,97.2807,165.684,124.982
871,12.3918,98.2339,166.094,123.281
872,12.4094,99.4152,165.351,122.825
873,11.4035,98.4795,166.181,123.936
874,12.3041,99.655,162.778,125.263
875,12.1696,97.0409,164.404,126.386
876,11.9649,98.1871,165.222,124.626
877,12.1813,96.2047,168.673,122.942
878,12.0292,99.6959,163.409,124.865
879,13.3743,99.8889,165.836,120.901
880,11.8304,96.5205,167.696,123.953
881,12.0877,97.9415,165.982,123.988
882,12.6257,97.7895,166.216,123.368
883,12.6842,99.6257,165.509,122.181
884,12.6491,97.8246,166.561,122.965
885,11.9591,96.2982,167.439,124.304
886,12.462,100.246,164.444,122.848
887,13.5848,96.8655,165.865,123.684
888,12.345,94.4327,165.246,127.977
889,12.2749,98.5556,165.07,124.099
890,12.0409,96.9708,165.129,125.86
891,12.3216,100.69,166.222,120.766
892,12.1988,98.7719,163.573,125.456
893,12.2982,98.269,164.789,124.643
894,13.1111,95.3158,164.854,126.719
895,13.1462,97.7836,165.439,123.632
896,13.3509,97.807,164.088,124.754
897,12.193,97.0058,166.655,124.146
898,12.6959,99.7427,163.842,123.719
899,12.0409,100.339,165.965,121.655
900,12.2222,99.1053,166.386,122.287
901,12.2047,100.035,165.146,122.614
902,11.2398,98.1228,167.725,122.912
903,12.5614,97.8129,166.988,122.637
904,13.1228,96.731,166.754,123.392
905,11.7544,97.0409,167.287,123.918
906,11.4444,99.655,164.421,124.48
907,12.4035,97.6433,165.614,124.339
908,12.5205,98.4971,163.263,125.719
909,12.462,97.2105,166.386,123.942
910,11.883,98.3333,163.655,126.129
911,12.0234,97.6842,165.596,124.696
912,12.7895,95.386,164.146,127.678
913,11.9415,98.6608,166.789,122.608
914,12.9123,94.5146,166.795,125.778
915,12.7778,95.1579,168.281,123.784
916,13.5789,95.9532,166.117,124.351
917,12.2924,96.614,166.667,124.427
918,13.7427,95.9766,164.93,125.351
919,12.3216,96.2515,166.298,125.129
920,12.1579,96.9181,166.749,124.175
921,11.3684,97.5556,164.719,126.357
922,11.9825,98.117,166.626,123.275
923,12.5439,101.222,164.52,121.713
924,13.0234,97.5731,165.789,123.614
925,11.7836,98.7544,165.45,124.012
926,12.2047,97.2047,165.877,124.713
927,12.8246,98.3626,163.643,125.17
928,11.6082,96.5789,165.912,125.901
929,10.9649,97.9474,168.889,122.199
930,12.3275,97.8538,166.041,123.778
931,12,98.9123,165.842,123.246
932,12.9415,99.9474,163.006,124.105
933,11.7485,98.0819,166.503,123.667
934,12.8363,96.269,166.643,124.251
935,12.5965,96.5497,166.199,124.655
936,12.1228,98.2047,164.48,125.193
937,12.2398,96.1053,167.55,124.105
938,13.1988,97.5205,163.567,125.713
939,11.8363,97.1871,167.035,123.942
940,12.1579,99.0643,163.48,125.298
941,11.9474,97.2982,166.561,124.193
942,12.1813,97.1287,163.906,126.784
943,12.4678,96.8772,163.462,127.193
944,12.2398,99.4327,162.883,125.444
945,12.8363,97.5906,165.643,123.93
946,12.7368,98.7895,165.368,123.105
947,11.7602,97.5614,165.795,124.883
948,12.7135,95.1754,167.596,124.515
949,11.4678,99.5146,164.485,124.532
950,11.9883,97.9708,166.807,123.234
951,12.1053,96.3275,165.088,126.48
952,12.5906,97.076,165.801,124.532
953,13.1111,96.8889,164.018,125.982
954,13.4035,97.2398,164.649,124.708
955,13.2047,98.076,163.842,124.877
956,13.5322,95.7485,166.287,124.433
957,12.7544,96.3041,168.415,122.526
958,12.0526,97.6667,165.14,125.14
959,12.6316,98.8713,164.287,124.211
960,12.7544,98.0351,164.351,124.86
961,11.0994,96.9708,165.661,126.269
962,13.2924,94.5146,168.07,124.123
963,12.3041,98.731,163.14,125.825
964,13,98.4386,164.333,124.228
965,12.8596,97.4678,165.632,124.041
966,12.9766,95.4912,167.918,123.614
967,12.3977,97.7778,162.947,126.877
968,11.6725,96.4854,166.702,125.14
969,12.8947,97.2105,166.123,123.772
970,13.3626,98.4035,165.076,123.158
971,12.538,96.5731,165.474,125.415
972,11.7661,99.5029,164.292,124.439
973,12.0058,97.6842,166.409,123.901
974,12.6784,97.2515,165.427,124.643
975,12.1404,97.3216,165.877,124.661
976,13.538,97.462,163.854,125.146
977,12.1637,98.2047,165.795,123.836
978,12.5965,98.5614,164.965,123.877
979,12.3509,95.6784,166.018,125.953
980,12.6082,99.4678,162.918,125.006
981,11.883,98.2281,165.813,124.076
982,11.9415,98.5848,165.053,124.421
983,13.1988,97.8187,164.76,124.222
984,13.0702,96.1053,166.678,124.146
985,12.8421,99.8246,162.596,124.737
986,12.5673,98.117,164.842,124.474
987,11.9181,96.9006,165.602,125.579
988,13.4035,96.5789,166.012,124.006
989,13.5088,96.8421,165.76,123.889
990,12.5673,99.6433,163.099,124.69
991,12.2924,95.0585,166.772,125.877
992,12.7778,96.3333,166.415,124.474
993,13.0409,95.2339,164.936,126.789
994,11.6257,96.6667,166.655,125.053
995,11.8363,98.7251,166.485,122.953
996,11.4211,96.883,165.842,125.854
997,11.8889,98.3333,164.86,124.918
998,12.1813,97.0994,165.626,125.094
999,12.9649,96.4444,164.105,126.485
1000,12.9415,96.8246,164.725,125.509
1001,11.7895,99.614,166.164,122.433
1002,12.9649,97.6784,164.251,125.105
1003,12.848,96.8363,164.24,126.076
1004,12.4094,95.7602,167.023,124.807
1005,12.193,96.2222,166.222,125.363
1006,11.8655,96.4503,166.485,125.199
1007,12.5789,97.7368,165.129,124.556
1008,12.4737,100.269,166.509,120.749
1009,12.3216,97.3801,167.181,123.117
1010,11.9883,95.5088,164.953,127.55
1011,12.5556,98.6316,164.392,124.421
1012,11.5439,98.8129,167.07,122.573
1013,13.5673,97.2105,164.199,125.023
1014,11.7836,96.4678,170.164,121.585
1015,11.3333,96.731,166.105,125.83
1016,12.7778,97.6608,166.316,123.246
1017,13,98.2047,166.807,121.988
1018,12.8655,96.1111,165.035,125.988
1019,12.7427,97.9006,164.62,124.737
1020,12.1345,96.4503,164.86,126.556
1021,12.538,97.8012,166.702,122.959
1022,11.9942,96.5965,167.485,123.924
1023,12.4561,97.0117,166.047,124.485
1024,12.3216,97.5906,165.287,124.801
1025,11.883,99.076,164.766,124.275
1026,13.7427,96.2807,165.632,124.345
1027,12.3743,97.3041,165.602,124.719
1028,12.2456,97.5263,164.181,126.047
1029,12.7368,98.7018,165.333,123.228
1030,13.1462,96.5497,163.62,126.684
1031,12.6023,98.6257,165.316,123.456
1032,12.152,95.3743,166.532,125.942
1033,12.117,96.4678,167.865,123.55
1034,11.8947,95.7836,164.83,127.491
1035,13.2807,98.5088,164.93,123.281
1036,12.3392,97.1813,165.959,124.52
1037,12.6901,97.4854,165.509,124.316
1038,12.1988,98.9064,165.526,123.368
1039,12.2047,97.8655,166.164,123.766
1040,12.7251,98.2807,164.988,124.006
1041,11.6257,96.2105,167.31,124.854
1042,13.7485,98.1696,164.667,123.415
1043,12.4737,96.8947,165.485,125.146
1044,11.9766,97.9181,165.731,124.374
1045,12.5439,97.7251,167.246,122.485
1046,12.5263,96.2105,165.585,125.678
1047,11.5556,98.1404,165.69,124.614
1048,11.8363,100.076,166.427,121.661
1049,12.3801,97.5848,164.778,125.257
1050,11.7485,95.4561,166.643,126.152
1051,11.6374,98.4444,165.193,124.725
1052,12.1228,95.9708,166.947,124.959
1053,12.2573,95.6667,166.83,125.246
1054,12.5965,98.0351,164.784,124.585
1055,12.2982,98.9064,162.772,126.023
1056,11.807,98.0234,165.795,124.374
1057,12.3509,96.5614,166.152,124.936
1058,12.4444,97.5439,165.918,124.094
1059,12.8713,98.0234,166.287,122.819
1060,12.2047,100.468,166.421,120.906
1061,13.0877,98.1053,167.105,121.702
1062,12.5205,98.0175,165.018,124.444
1063,11.7135,98.2807,165.69,124.316
1064,11.8246,95.3743,167.731,125.07
1065,11.8538,100.503,165.602,122.041
1066,12.0351,100.86,164.175,122.93
1067,12.2281,98.614,165.105,124.053
1068,13.2398,96.7193,164.854,125.187
1069,13.8713,97.9825,165.351,122.795
1070,11.8129,97.0234,166.655,124.509
1071,12.1404,96.1637,167.088,124.608
1072,12.5322,97.8363,164.216,125.415
1073,13.3275,98.4327,163.86,124.38
1074,12.152,98.4503,164.848,124.55
1075,12.5263,96.7544,166.064,124.655
1076,12.2865,99.9474,164.602,123.164
1077,12.152,97.3509,165.743,124.754
1078,12.4035,96.848,166.678,124.07
1079,12.0351,96.0819,164.924,126.959
1080,12.6082,97.117,164.994,125.281
1081,12.0175,96.3216,166.398,125.263
1082,11.2573,98.6784,166.088,123.977
1083,12.1871,97.2749,164.655,125.883
1084,11.8304,98.6784,166.228,123.263
1085,11.5146,98.6316,165.462,124.392
1086,12.4269,100.222,164.222,123.129
1087,12.0643,97.2456,165.795,124.895
1088,12.2573,99.4854,163.538,124.719
1089,12.7485,94.7427,166.351,126.158
1090,12.1111,98.883,164.216,124.789
1091,12.4444,97.6608,166.363,123.532
1092,12.8655,97.4386,164.275,125.421
1093,13.6901,96.4386,164.427,125.444
1094,11.9591,98.1462,166.848,123.047
1095,12.1637,96.1871,168.567,123.082
1096,12.0877,97.462,165.591,124.86
1097,12.4971,96.8363,164.439,126.228
1098,11.7778,95.8713,165.69,126.661
1099,12.655,96.1696,165.263,125.912
1100,12.8363,96.6316,166.316,124.216
1101,12.2398,94.8012,167.702,125.257
1102,13.2164,97.6433,165.988,123.152
1103,11.7602,98.8655,164.713,124.661
1104,12.4503,96.3041,166.392,124.854
1105,11.1813,99.538,165.877,123.404
1106,12.8596,98.5848,165.316,123.24
1107,12.1871,98.6374,165.614,123.561
1108,12.3743,99.3392,165.474,122.813
1109,13.2573,99.1228,163.889,123.731
1110,12.2924,98.848,168.292,120.567
1111,12.6433,95.5146,166.871,124.971
1112,12.8246,97.1287,167.152,122.895
1113,13.883,97.7719,163.608,124.737
1114,12.7193,97.6959,165.836,123.749
1115,12.0994,97.2924,165.626,124.982
1116,12.7193,96.7836,165.702,124.795
1117,13.2339,98.3216,161.83,126.614
1118,11.9357,96.0468,167.602,124.415
1119,13.0234,98.9591,166.082,121.936
1120,12.2749,96.5146,165.924,125.287
1121,12.7076,98.3743,165.585,123.333
1122,11.2164,99.9766,164.339,124.468
1123,14.4971,96.7544,164.035,124.713
1124,12.5088,96.1053,165.901,125.485
1125,12.462,98.3275,164.69,124.52
1126,11.5146,99.2339,165.035,124.216
1127,12.7544,98.3743,164.965,123.906
1128,11.8304,98.3333,166.398,123.439
1129,13.3567,96.9708,165.474,124.199
1130,13.462,96.6257,166.795,123.117
1131,11.924,98.5205,164.251,125.304
1132,12.2047,97.7076,166.965,123.123
1133,12.4912,98.2807,164.825,124.404
1134,12.2749,98.1111,164.135,125.48
1135,12.4503,97.6374,167.234,122.678
1136,11.538,97.9474,166.105,124.409
1137,12.269,96.8889,167.52,123.322
1138,13.0468,97.2515,164.819,124.883
1139,11.9766,96.9825,166.462,124.579
1140,12.1579,98.6901,166.111,123.041
1141,12.3626,97.0643,165.491,125.082
1142,12.0936,96.5263,166.725,124.655
1143,12.3509,97,165.117,125.532
1144,11.8304,99.3509,165.965,122.854
1145,12.5789,95.3158,165.719,126.386
1146,10.8129,98.6959,166.76,123.731
1147,12.6959,98.152,164.789,124.363
1148,12.1111,99.0117,167.158,121.719
1149,12.5965,97.8129,164.474,125.117
1150,12.0234,97.1754,167.415,123.386
1151,12.924,99.0351,162.392,125.649
1152,13.3567,99.5205,164.099,123.023
1153,12.076,97.4737,165.281,125.17
1154,11.7485,97.4094,167.257,123.585
1155,11.4269,98.0409,166.947,123.585
1156,12.4035,98.8655,165.316,123.415
1157,12.7778,96.3567,164.731,126.135
1158,11.731,97.0175,165.988,125.263
1159,13.0175,100.468,165.48,121.035
1160,13.4737,93.9591,165.93,126.637
1161,12.2749,96.5205,166.538,124.667
1162,12.0058,98.193,166.058,123.743
1163,13.538,98.7719,162.45,125.24
1164,11.3333,100.643,164.661,123.363
1165,11.8421,99.2105,164.889,124.058
1166,13.1696,100.719,163.433,122.678
1167,12.9883,99.076,163.667,124.269
1168,13.2573,96.3743,166.339,124.029
1169,13.0292,97.1053,166.345,123.52
1170,12.3567,96.2515,165.029,126.363
1171,10.9649,98.3333,165.281,125.421
1172,12.9532,99.7251,165.292,122.029
1173,13.2105,99.2339,165.871,121.684
1174,13.9415,96.2105,164.725,125.123
1175,12.1637,97.1637,169.076,121.596
1176,11.9064,98.731,167.17,122.193
1177,11.9298,99.0234,165.86,123.187
1178,12.6842,97.2515,164.76,125.304
1179,13.2573,96.0585,166.573,124.111
1180,12.9942,95.7018,166.006,125.298
1181,12.4444,97.1988,166.099,124.257
1182,12.117,96.0117,165.462,126.409
1183,11.9825,96.3509,167.292,124.374
1184,12.9181,97.0117,163.626,126.444
1185,12.7368,99.1053,165.637,122.52
1186,12.0526,97.1111,165.287,125.55
1187,12.2573,99.3041,167.023,121.415
1188,13.0585,99.9064,162.93,124.105
1189,13.1287,97.6959,164.573,124.602
1190,11.7485,98.7368,164.93,124.585
1191,11.6959,98.0117,165.421,124.871
1192,12.2807,99.6023,165.76,122.357
1193,12.6608,97.807,166.31,123.222
1194,13.7427,96.3509,163.702,126.205
1195,11.6082,96.883,168.146,123.363
1196,12.5263,97.1988,162.842,127.433
1197,11.6257,95.0877,168.275,125.012
1198,11.8012,97.7544,165.988,124.456
1199,12.4503,99.538,164.503,123.509
1200,12.2281,97.3626,163.772,126.637
1201,13.0058,96,166.813,124.181
1202,12.7193,98.1287,165.392,123.76
1203,12.4152,97.2456,166.673,123.667
1204,11.6082,98.3099,165.404,124.678
1205,12.5848,96.4561,165.468,125.491
1206,11.883,97.2456,166.942,123.93
1207,12.4269,96,164.93,126.643
1208,11.7485,98.9064,166.485,122.86
1209,11.6023,97.9415,165.667,124.789
1210,12.5614,97.6082,165.216,124.614
1211,13.2515,97.9006,163.579,125.269
1212,11.6725,99.0058,164.854,124.468
1213,11.7544,98.0175,164.731,125.497
1214,12.9006,97.6608,164,125.439
1215,12.2573,97.6959,166.906,123.14
1216,12.7485,96.7836,165.327,125.14
1217,11.7661,98.4737,166.251,123.509
1218,13.1637,96.6959,166.287,123.854
1219,11.9298,98.4094,165.538,124.123
1220,13.2281,96.4912,165.029,125.251
1221,12.7895,98.6257,165.801,122.784
1222,12.2982,95.2281,166.836,125.637
1223,11.807,96.9415,166.942,124.31
1224,12.4737,97.8421,165.561,124.123
1225,11.8363,97.7661,166.497,123.901
1226,12.4211,95.6491,166.918,125.012
1227,12.3158,97.6257,164.871,125.187
1228,13.117,96.9006,165.825,124.158
1229,13.3509,97.6082,164.304,124.737
1230,12.3626,98.2047,165.591,123.842
1231,12.1404,94.7602,167.538,125.561
1232,13.462,99.3684,165.468,121.702
1233,12.6667,96.614,165.982,124.737
1234,12.3216,98.1345,166.865,122.678
1235,13.0643,96.3099,164.877,125.749
1236,12.1754,97.8772,166.298,123.649
1237,12.7368,98.9942,163.257,125.012
1238,12.6257,100.023,162.883,124.468
1239,12.7135,98.4912,164.889,123.906
1240,12.8421,98.0585,165.977,123.123
1241,12.5789,97.386,164.807,125.228
1242,11.462,97.9064,166.614,124.018
1243,12,98.2456,166.83,122.924
1244,12.6374,96.0526,166.573,124.737
1245,11.8655,96.117,167.784,124.234
1246,11.614,98.2339,165.895,124.257
1247,11.8012,99.7018,165.023,123.474
1248,12.5848,97.614,165.731,124.07
1249,12.1988,100.497,164.62,122.684
1250,12.9181,97.2398,164.409,125.433
1251,12.7135,96.6023,166.158,124.526
1252,12.193,99.0819,164.889,123.836
1253,12.3216,95.9474,166.766,124.965
1254,12.269,97.614,164.55,125.567
1255,12.1637,95.7836,165.988,126.064
1256,12.193,98.2632,166.901,122.643
1257,11.3392,100.035,164.17,124.456
1258,12.117,97.3392,165.906,124.637
1259,12.7485,95.8596,166.585,124.807
1260,12.9825,98.6901,163.766,124.561
1261,12.6608,98.8889,164.31,124.14
1262,12.5088,96.6374,165.52,125.333
