strategy,n_urgent,rule,rep,objective,el_app_wt,ur_scan_wt,el_scan_wt,ot
1,10,3,73,0.476992207,15.75764929,3.44877008,0.1854076536,0.9695352931
1,10,3,74,0.4584360377,14.71577157,3.337579433,0.1828627903,0.9426076103
1,10,3,75,0.4794563539,16.75415905,3.41756295,0.1884692282,1.020852033
1,10,3,76,0.4529656655,15.01831063,3.272138635,0.184429265,0.999990939
1,10,3,77,0.4570003629,13.62769032,3.382948428,0.1828170753,0.9894492936
1,10,3,78,0.4822116361,17.4301884,3.406144632,0.1867486842,1.042378482
1,10,3,79,0.4570397039,14.69448342,3.326152866,0.1848586812,0.8338167393
1,10,3,80,0.4510333315,12.38367563,3.395888789,0.1835252896,0.9968376069
1,10,3,81,0.4606268677,13.70048353,3.411687334,0.1899607579,1.00733413
1,10,3,82,0.4518304011,15.05681418,3.259858565,0.1850730165,0.931142201
1,10,3,83,0.4867406983,17.23259229,3.457491698,0.1840217664,0.886544511
1,10,3,84,0.4634448968,15.70514339,3.329657104,0.1859189939,0.9573505515
1,10,3,85,0.4706636194,15.72946299,3.393322771,0.191963099,1.127150928
1,10,3,86,0.4422858919,14.19964328,3.219877852,0.1853870034,0.9514088216
1,10,3,87,0.4937753869,17.57263974,3.502587067,0.1945044517,1.082193218
1,10,3,88,0.4665399942,15.44900781,3.371234529,0.185122835,1.012527729
1,10,3,89,0.464997399,16.51298114,3.300352601,0.1870896431,0.898766971
1,10,3,90,0.4983375525,20.20230623,3.402771567,0.1852265599,1.001790627
1,10,3,91,0.4469182305,11.97713741,3.380631713,0.1813406534,0.9954822641
1,10,3,92,0.4540547547,14.54769673,3.307151896,0.1872772159,1.047101381
1,10,3,93,0.439850227,11.94201775,3.318901092,0.1813190649,0.9407368617
1,10,3,94,0.478340887,16.65049951,3.413076938,0.185631057,1.038929061
1,10,3,95,0.4789354524,16.53078908,3.424841086,0.1872036008,1.012455066
1,10,3,96,0.4459885328,14.5674695,3.233496644,0.1830413528,0.9384893253
1,10,3,97,0.4623254713,13.60387619,3.43215016,0.1831530125,0.9438568506
1,10,3,98,0.4498766325,12.297091,3.39011696,0.1833940542,0.8818000937
1,10,3,99,0.4903617908,17.87148617,3.455855072,0.1856648082,1.027712344
1,10,4,0,0.4689116813,14.15745506,3.461770039,0.0950774219,0.9023019092
1,10,4,1,0.4657971233,13.06863797,3.492068504,0.09157584213,1.143441624
1,10,4,2,0.4856715977,17.59441985,3.428486173,0.09819995373,0.9481772839
1,10,4,3,0.459985897,14.57925484,3.358841564,0.09652691665,0.8968856131
1,10,4,4,0.4534164682,12.35412074,3.418920317,0.09609820317,1.023101473
1,10,4,5,0.456089452,13.58372404,3.377105566,0.0936078555,0.9969917861
1,10,4,6,0.4738914727,16.63859765,3.373669809,0.09974444834,1.001939793
1,10,4,7,0.4571377292,14.11616959,3.358016191,0.09559462435,0.9590169932
1,10,4,8,0.4555944509,14.99470326,3.297062384,0.09039625427,1.048574421
1,10,4,9,0.4642723499,16.32365074,3.30396986,0.09528844684,0.9241815953
1,10,4,10,0.4598726337,12.15116884,3.48789823,0.08731367946,1.019939074
1,10,4,11,0.4750073327,14.31251792,3.508323963,0.09839091905,1.012353975
1,10,4,12,0.4616008713,15.75581908,3.310346105,0.08876188952,0.9196199454
1,10,4,13,0.4296882482,10.52866001,3.303158876,0.09500660703,0.984996335
1,10,4,14,0.4679725055,15.53094061,3.379737874,0.09490543711,0.9820013403
1,10,4,15,0.465332443,13.16018485,3.482982085,0.09503302251,1.025933958
1,10,4,16,0.4507459261,11.89764647,3.419339416,0.09445242244,1.085277167
1,10,4,17,0.4577552785,13.70752327,3.385465903,0.09065911219,0.9780563416
1,10,4,18,0.4670783798,13.89667948,3.459240446,0.0919461934,0.9736589845
1,10,4,19,0.4503135621,13.5294208,3.328031659,0.0961057867,1.092073521
1,10,4,20,0.4407138243,12.15797031,3.315104581,0.09374804496,1.012586962
1,10,4,21,0.4704198021,15.93109877,3.380326499,0.1012922346,0.9842110034
1,10,4,22,0.4649277057,15.37951503,3.360446761,0.09307596177,1.068562918
1,10,4,23,0.4702376081,15.00044848,3.428543019,0.09477235371,0.9351402678
1,10,4,24,0.4483255181,11.65353621,3.41063308,0.09334805321,1.066162599
1,10,4,25,0.4486720414,11.11556137,3.442571871,0.09336606686,1.015866055
1,10,4,26,0.4817985906,17.40421079,3.40381888,0.09819320056,0.9553518429
1,10,4,27,0.4716434851,13.11072142,3.54243129,0.09120924052,0.9856122652
1,10,4,28,0.4596501341,12.94173695,3.44354387,0.08846822976,1.019857706
1,10,4,29,0.4280548544,11.24868783,3.249885413,0.0891395565,0.9979434163
1,10,4,30,0.4554663562,14.36232868,3.329786741,0.0960482467,0.9361552702
1,10,4,31,0.4802276768,17.33904118,3.393171885,0.093622333,1.034749015
1,10,4,32,0.4696938321,14.48942893,3.451025082,0.09297303591,0.8755980552
1,10,4,33,0.4674732189,14.27553352,3.442498246,0.09656926343,1.020132288
1,10,4,34,0.450690467,11.43544277,3.443601198,0.09153682177,0.9843124009
1,10,4,35,0.4624752798,16.22840764,3.292898538,0.0981189517,0.9905971768
1,10,4,36,0.4597806395,16.02111897,3.279751525,0.09744413895,0.886810876
