replication,el_app_wt,el_scan_wt,ur_scan_wt,ot,objective
66,20.7423,0.0780286,2.55077,1.15885,0.406885
67,16.1493,0.0761608,2.56339,1.21659,0.380948
68,18.0935,0.0743771,2.50538,1.14978,0.386074
69,13.8398,0.0765843,2.59077,1.27981,0.370244
70,24.6642,0.076458,2.59964,1.2094,0.435659
71,16.9201,0.0751921,2.57774,1.21736,0.38713
72,38.383,0.080229,2.4774,1.0947,0.503737
73,20.5455,0.0750349,2.41329,1.00228,0.390438
74,15.8155,0.0747749,2.54182,1.28538,0.376565
75,17.0737,0.0714062,2.3902,1.09289,0.367207
76,26.3356,0.0776639,2.39097,1.11458,0.422422
77,30.7434,0.0757743,2.44634,1.06022,0.454812
78,19.1866,0.0727533,2.49083,1.19567,0.390965
79,26.3241,0.0763518,2.47069,1.18179,0.431212
80,16.1451,0.0766037,2.45861,1.10517,0.369281
81,25.8058,0.0765316,2.53267,1.16436,0.435014
82,41.3405,0.0786942,2.46854,1.17007,0.520357
83,13.9726,0.0751019,2.49662,1.15471,0.360572
84,19.0367,0.0771682,2.54214,1.16739,0.395774
85,22.4954,0.0767563,2.56304,1.24115,0.418684
86,18.733,0.0774531,2.46416,1.1625,0.385302
87,26.2674,0.0711129,2.52221,1.23267,0.436599
88,21.419,0.0780133,2.54821,1.27384,0.410628
89,28.7973,0.0781532,2.52174,1.17136,0.451606
90,32.7745,0.0819108,2.61225,1.20576,0.485336
91,17.1035,0.0745963,2.51177,1.1904,0.380892
92,51.0478,0.0766954,2.60935,1.20647,0.593784
93,24.0481,0.0761664,2.58564,1.16347,0.430436
94,14.8425,0.0786828,2.53005,1.25084,0.369465
95,33.6838,0.0789446,2.4518,1.17592,0.472921
96,17.0268,0.077544,2.57297,1.23661,0.387235
97,18.7055,0.0750376,2.48401,1.09664,0.387343
98,23.0521,0.079883,2.49973,1.22375,0.414963
99,37.0881,0.0783586,2.49247,1.20883,0.497703
