replication,el_app_wt,el_scan_wt,ur_scan_wt,ot,objective
38,14.4857,0.0802054,2.35586,1.04326,0.347986
39,16.8189,0.0821473,2.54507,1.19279,0.382898
40,30.5603,0.0851829,2.52556,1.1661,0.462525
41,14.0008,0.080667,2.44959,1.16106,0.355514
42,19.8216,0.0806428,2.49266,1.11022,0.394948
43,13.9193,0.0769206,2.48187,1.14261,0.358616
44,22.1582,0.081909,2.46756,1.21934,0.406067
45,16.0114,0.0809656,2.39526,1.16307,0.361446
46,24.8419,0.0835165,2.54674,1.16471,0.43084
47,19.154,0.0806703,2.62205,1.26854,0.405351
48,19.6563,0.0797032,2.51488,1.15621,0.396433
49,33.769,0.0806229,2.50151,1.14127,0.478951
50,20.3648,0.0817774,2.48211,1.20937,0.397009
51,28.8578,0.0826903,2.45139,1.15875,0.44415
52,28.933,0.0797728,2.47696,1.21561,0.447437
53,18.5524,0.079871,2.4956,1.21916,0.38772
54,19.9259,0.0845283,2.50847,1.14612,0.397325
55,20.343,0.0804289,2.51088,1.11797,0.400076
56,20.9702,0.0812945,2.44444,1.12635,0.396427
57,22.2409,0.0803542,2.52514,1.16051,0.412958
58,20.4877,0.0820013,2.5295,1.16618,0.403006
59,19.5892,0.0836152,2.52747,1.138,0.397432
60,18.2806,0.0790496,2.55789,1.19365,0.393023
61,19.2423,0.0850744,2.54617,1.23568,0.397445
62,24.2383,0.0834069,2.50963,1.13127,0.423123
63,16.8653,0.0816768,2.48459,1.18206,0.376454
64,26.9421,0.0834744,2.65384,1.23216,0.45524
65,16.5786,0.0811173,2.44444,1.01169,0.370286
66,20.795,0.0838298,2.5388,1.1481,0.405869
67,16.2286,0.0811542,2.55167,1.20651,0.380118
68,18.1598,0.0795411,2.49351,1.13983,0.385151
69,13.916,0.0819676,2.57887,1.26962,0.369375
70,24.6489,0.0817879,2.58713,1.19859,0.434178
71,16.9393,0.0802204,2.56526,1.20635,0.385858
72,38.3601,0.0855864,2.46405,1.08346,0.502117
73,20.5429,0.0807131,2.40055,0.991246,0.389007
74,15.918,0.0800094,2.53047,1.27292,0.375913
75,17.3538,0.0768087,2.37747,1.08142,0.367459
76,26.4811,0.0835386,2.3775,1.10268,0.421793
77,31.0672,0.0803995,2.4324,1.04891,0.45519
78,19.3534,0.0783564,2.47966,1.18536,0.390717
79,26.4872,0.081257,2.45759,1.17071,0.430728
80,16.2262,0.0820746,2.44609,1.09513,0.368372
81,25.7865,0.0817686,2.5206,1.15345,0.433558
82,41.3498,0.0840426,2.45592,1.1589,0.519009
83,14.0787,0.0802775,2.48366,1.14376,0.359764
84,19.0397,0.0827098,2.53038,1.15637,0.394485
85,22.53,0.0819569,2.55022,1.22928,0.417465
86,18.7358,0.082837,2.45189,1.1519,0.383955
87,26.4082,0.0767004,2.51038,1.22133,0.436123
88,21.4493,0.0835373,2.53765,1.26497,0.409635
89,28.7939,0.0835541,2.50952,1.16076,0.450228
90,32.8254,0.0872248,2.5995,1.19476,0.484222
91,17.1096,0.0798062,2.49976,1.18037,0.379593
92,51.036,0.0823042,2.59809,1.19579,0.592462
93,24.0407,0.081483,2.57306,1.15238,0.428995
94,14.8975,0.0838038,2.51715,1.24045,0.368359
95,33.6685,0.0846328,2.44022,1.16519,0.471543
96,17.0343,0.0823414,2.56005,1.22573,0.385845
97,18.7267,0.080527,2.47205,1.08579,0.386141
98,23.1132,0.0856544,2.48667,1.21188,0.413875
99,37.1289,0.0834691,2.47982,1.19739,0.496541
