replication,el_app_wt,el_scan_wt,ur_scan_wt,ot,objective
49,26.4044,0.0791689,2.67251,1.17124,0.454115
50,17.2875,0.0804848,2.66465,1.2383,0.398974
51,23.936,0.0840556,2.60016,1.18729,0.431382
52,24.7308,0.0824287,2.64777,1.24232,0.441403
53,16.7466,0.0806986,2.62764,1.24431,0.391642
54,17.0208,0.0848803,2.66956,1.17673,0.397932
55,18.2049,0.0795923,2.6576,1.14685,0.403651
56,18.5183,0.0815657,2.62273,1.15731,0.401642
57,18.9583,0.0797998,2.67172,1.18316,0.409705
58,17.2391,0.0818534,2.6852,1.19402,0.400968
59,16.6662,0.0838628,2.65997,1.15815,0.394756
60,15.5971,0.0808094,2.68623,1.21775,0.39131
61,16.4222,0.0827606,2.7254,1.26053,0.400574
62,20.2245,0.0829293,2.67169,1.15815,0.417238
63,15.252,0.0819708,2.64695,1.21054,0.384891
64,21.8119,0.0826686,2.82299,1.26214,0.443498
65,14.8111,0.0802936,2.64795,1.0415,0.382378
66,17.9058,0.084488,2.70021,1.175,0.406605
67,14.7604,0.0813173,2.68366,1.23039,0.386044
68,16.3072,0.0792484,2.64049,1.16154,0.390454
69,12.9688,0.0803382,2.73671,1.29651,0.381274
70,21.3768,0.0827836,2.76183,1.23191,0.434112
71,15.3952,0.0808608,2.74883,1.2348,0.397064
72,27.9188,0.0888896,2.65009,1.11311,0.460638
73,18.091,0.0808844,2.56087,1.01939,0.392226
74,14.7041,0.0804326,2.69491,1.30462,0.386959
75,15.9639,0.0755227,2.54191,1.11184,0.377458
76,21.4765,0.0810188,2.5439,1.12707,0.410491
77,25.1471,0.0802526,2.58638,1.0755,0.437061
78,17.3771,0.0777362,2.65694,1.21406,0.398651
79,21.3909,0.0823772,2.61371,1.19744,0.417739
80,14.4534,0.0810253,2.6085,1.11709,0.375866
81,21.9508,0.0803421,2.70035,1.18371,0.430699
82,32.9838,0.083007,2.63798,1.18303,0.489441
83,12.9187,0.0791299,2.6412,1.17132,0.370363
84,16.8698,0.081504,2.6849,1.18295,0.398738
85,19.0838,0.0822135,2.71484,1.25799,0.415244
86,16.1563,0.0815643,2.62431,1.18143,0.387758
87,20.7186,0.0798647,2.67698,1.24396,0.420767
88,18.2063,0.0827045,2.69457,1.29231,0.407768
89,24.1423,0.0854488,2.6984,1.19189,0.443526
90,25.2584,0.0862798,2.75607,1.22117,0.456578
91,14.9103,0.0792374,2.67839,1.20813,0.386351
92,41.5529,0.0805151,2.7608,1.21756,0.554094
93,19.902,0.0816163,2.75205,1.18151,0.424248
94,13.4824,0.0830421,2.64663,1.26341,0.374323
95,27.7324,0.081498,2.61829,1.19427,0.455995
96,15.0721,0.0833277,2.71465,1.2541,0.391343
97,15.7291,0.0784805,2.63341,1.11095,0.386226
98,20.6715,0.0851496,2.64747,1.24209,0.417208
99,30.5388,0.0836986,2.65047,1.2357,0.476274
