n_urgent,strategy,rule,awt_e_hours_mean,awt_e_hours_std,awt_e_hours_ci_low,awt_e_hours_ci_high,swt_e_min_mean,swt_e_min_std,swt_e_min_ci_low,swt_e_min_ci_high,swt_u_min_mean,swt_u_min_std,swt_u_min_ci_low,swt_u_min_ci_high,overtime_min_mean,overtime_min_std,overtime_min_ci_low,overtime_min_ci_high,objective_mean,objective_std,objective_ci_low,objective_ci_high
20,1,2,138.61615637900996,62.51008763913079,123.48549172136282,153.7468210366571,11.799910745349,0.2568028602805493,11.737751210643802,11.8620702800542,126.76345474018407,3.7737557400253174,125.85001125036163,127.67689823000651,8.800265832426474,0.7938616831265138,8.608110368155081,8.992421296697866,1.0598433073304268,0.37199491390346856,0.9698013555559056,1.1498852591049478
20,1,3,138.72326306482188,62.51006823454555,123.592603104085,153.85392302555874,9.656986819900446,0.14300760011152444,9.622371606220472,9.69160203358042,129.0054993791457,3.812093741986599,128.08277611587823,129.92822264241317,9.769047009240461,0.8350564447986228,9.566920288359885,9.971173730121038,1.0646327816435215,0.3719845833843604,0.974593330387337,1.1546722328997059
20,1,4,138.82328029331055,62.51008910453846,123.69261528095919,153.9539453056619,5.022777823386231,0.1461847454258509,4.987393576704781,5.058162070067681,130.02014480197633,3.8293852250212956,129.09323610814695,130.9470534958057,10.242104663861083,0.853609799375287,10.035487074434704,10.448722253287462,1.0671070952945299,0.3719672282953808,0.9770718448648259,1.1571423457242338
20,2,1,137.91039053602046,62.61690701653316,122.753870080702,153.06691099133891,4.381450503628256,0.17146632857894542,4.339946810131882,4.422954197124629,97.10507678687163,3.5775017799716053,96.2391368755828,97.97101669816047,17.533284137849414,0.92684140951892,17.308940722444042,17.757627553254785,1.0007193980340114,0.372528614286261,0.9105482632456013,1.0908905328224217
20,2,2,137.67823804034296,62.616893827799494,122.52172077737815,152.83475530330776,9.34647410493634,0.2393222791103099,9.28854577229303,9.404402437579648,98.357712526639,3.588386798407395,97.48913787958249,99.22628717369552,13.72045234402225,0.9139310524951351,13.499233900763215,13.941670787281286,1.0016572337550766,0.37258331911861814,0.9114728575762796,1.0918416099338737
20,2,3,137.7675343074546,62.61689544942306,122.61101665197327,152.92405196293595,8.656465795828929,0.1667740985788304,8.616097863956153,8.696833727701705,100.0137082947174,3.559305125900525,99.15217291205809,100.87524367737672,15.247518838866359,0.9085402930206204,15.027605237384698,15.46743244034802,1.0052554179843254,0.3726017117523479,0.9150665898397153,1.0954442461289353
20,2,4,137.88539053602045,62.61690701653316,122.728870080702,153.0419109913389,4.440263449836144,0.17262688295948908,4.398478842333533,4.482048057338756,95.989608703447,3.5781256679790046,95.12351777908843,96.85569962780558,16.453954521880636,0.9187947701339119,16.231558808146367,16.676350235614905,0.9985049068742301,0.37250609441692045,0.9083392230554793,1.0886705906929808
20,3,1,138.30925671122125,62.617922651474245,123.15249041987394,153.46602300256856,4.524130877658776,0.167157638541762,4.4836701093370195,4.564591645980533,97.35809233294206,3.088090536285271,96.61061518002671,98.10556948585742,18.485217981285686,0.9348015952207452,18.258947790458684,18.711488172112688,1.003562148765363,0.37198839709760867,0.9135217743939112,1.0936025231368147
20,3,2,138.075322180611,62.6179206072997,122.91855638405936,153.23208797716268,9.401832888040639,0.27478922874194533,9.335319724667226,9.468346051414052,98.0882658119637,3.019809998364403,97.35731607023818,98.8192155536892,14.67826384299887,0.9107476311382341,14.45781595186725,14.89871173413049,1.0035218544305533,0.3721439755619525,0.9134438220480373,1.0935998868130692
20,3,3,138.18432046711914,62.617906643405504,123.02755805054994,153.34108288368833,8.6647828521394,0.17055533589883604,8.623499665848644,8.706066038430155,97.95143354632022,3.043403279483454,97.21477301393246,98.68809407870798,16.626381644320702,0.9254489140402525,16.402375284627787,16.850388004013617,1.003917260670482,0.3721306509656113,0.9138424535273882,1.093992067813576
20,3,4,138.28425671122125,62.61792265147425,123.12749041987394,153.44102300256856,4.59590479716865,0.16834690262689195,4.555156165611677,4.636653428725624,96.29747219410616,3.089002882103764,95.54977420645594,97.04517018175639,17.480298208318402,0.9289685962622806,17.255439904028794,17.70515651260801,1.001449227873339,0.3719808707735155,0.9114106752604265,1.0914877804862513
